id,device_name,"serial_number Number",mac_address,status,branch_id,registered_date,sold_date,cartoon_number
338,aut,SN18048923,58:43:93:95:F7:9F,0,1,04:24:33,2012-02-29,5
339,minus,SN95370976,0221:5e:20:A9,0,1,23:55:06,,1
340,qui,SN07139666,13:56:B7:E9:E9:A5,0,2,11:39:49,,2
341,cupiditate,SN76920461,9F:56:D2:9B:1B:F0,0,1,13:05:31,,3
342,odio,SN07456321,35:1A:D7:BF:94:7A,0,1,18:41:14,1987-08-03,1
343,sit,SN96171074,A1:D2:6F:D6:BD:CB,0,2,11:23:44,,1
344,mollitia,SN72331134,E3:F9:45:49:43:A5,0,1,23:37:34,,5
345,est,SN39215965,E3:61:FC:FB:66:7E,0,2,14:04:37,,3
346,quisquam,SN07343491,36:C3:E4:7C:44:B8,0,1,18:59:26,,4
347,earum,SN02214993,DF:30:D6:77:F7:00,0,1,10:42:40,,2
348,aut,SN93821852,78:52:E1:3A:43:01,0,1,07:47:46,,1
349,dolorem,SN77308847,F3:88:49:E5:20:79,0,2,17:39:05,,3
350,sit,SN13016143,A6:12:5B:E0:E6:EE,0,1,20:18:01,,2
351,ea,SN12521499,0221:26:38:0E,0,2,14:52:03,,2
352,et,SN70491877,89:7D:14:E4:46:A8,0,2,22:55:18,,2
353,magni,SN31873179,77:88:C0:E6:33:65,0,2,21:50:52,,5
354,aut,SN97021512,00:5A:34:9B:DE:31,0,2,08:00:31,,5
355,quasi,SN62714731,B1:D1:EC:37:07:47,0,1,01:06:37,,4
356,fugit,SN07339902,B1:CB:66:73:15:B1,0,1,16:37:11,2008-10-14,3
357,et,SN68302093,03:A4:2D:C7:36:46,0,1,09:46:42,,4
358,perferendis,SN91381275,D3:D2:40:4C:58:E6,0,1,09:39:04,,2
359,voluptatem,SN10843530,F0:E7:03:14:42:CF,0,2,18:40:00,,1
360,blanditiis,SN60024166,EC:C3:11:19:8F:9C,0,1,18:43:38,,1
361,quaerat,SN00054501,57:8A:4F:7D:BC:37,0,1,13:56:41,,5
362,sed,SN86542424,1E:E3:E4:E7:4F:64,0,2,15:50:00,,2
363,qui,SN96226848,4F:09:F8:5D:F1:83,0,2,22:52:00,,4
364,quae,SN86785358,7B:29:89:15:8F:4C,0,2,11:49:27,,1
365,consequatur,SN47745579,91:11:02:4E:16:4F,0,2,02:16:40,,4
366,quo,SN79941808,C1:D1:36:76:31:D1,0,1,12:18:27,,2
367,voluptatem,SN30060538,51:6F:38:EF:1D:BC,0,1,18:33:51,,5
368,voluptates,SN72801063,A8:4A:2C:25:91:BB,0,2,11:00:40,,4
369,sunt,SN21109743,90:65:3F:04:A3:C4,0,2,03:27:04,,2
370,modi,SN15156465,39:20:AD:FF:30:E8,0,2,09:06:27,,4
371,illo,SN99067602,22:EE:20:46:1D:87,0,1,05:00:12,,5
372,accusamus,SN65395410,C2:B5:E7:DF:2C:56,0,1,09:41:43,,1
373,ratione,SN86559049,4D:2E:97:BE:8A:64,0,2,21:23:48,,1
374,officia,SN53390598,35:97:AB:2F:3D:71,0,2,05:16:40,,5
375,sequi,SN34586091,06:AC:F3:38:0F:1B,0,1,13:36:18,2016-10-10,5
376,nesciunt,SN91048133,D3:BD:91:A0:00:16,0,1,20:32:10,,2
377,rerum,SN91217685,C2:C8:A3:A2:19:3A,0,2,06:39:47,,1
378,in,SN31607108,B7:9A:61:95:D7:AA,0,2,06:25:45,,3
379,qui,SN53022151,2E:53:69:41:7E:88,0,1,04:25:21,,4
380,iure,SN33001886,BA:7A:B9:65:EA:56,0,1,23:58:58,,5
381,enim,SN50621114,BC:2F:11:FE:75:D4,0,1,14:40:31,,5
382,quia,SN49582436,E9:7A:3A:46:60:F1,0,2,08:56:23,,4
383,et,SN24426943,27:FD:CD:1A:C0:B4,0,1,03:55:32,,2
384,id,SN97214426,77:81:7D:AF:09:C3,0,1,17:53:44,,5
385,et,SN85819481,9F:16:6C:22:BD:0C,0,2,03:05:18,,4
386,nisi,SN77285215,0B:B1:7E:0B:41:E3,0,1,22:27:28,,4
387,beatae,SN96935067,8D:15:AA:C5:8D:E8,1,2,02:02:39,2018-10-05,2
388,enim,SN08656155,98:B2:71:3F:0C:CD,0,2,20:25:17,,1
389,voluptatum,SN73169782,B3:81:22:3B:9C:F7,0,2,17:01:46,,3
390,illo,SN56384868,91:97:78:FB:7D:D9,0,2,09:09:22,,4
391,dicta,SN16272884,4F:7C:00:15:C9:E0,0,1,09:45:43,1983-10-13,2
392,commodi,SN02213813,8B:B9:85:C8:73:69,0,1,15:47:19,2015-05-05,1
393,ea,SN21890125,52:8E:4A:04:7A:65,0,2,08:02:53,,4
394,et,SN49692771,39:75:05:0D:C7:C6,0,2,22:34:32,,4
395,repellendus,SN08947241,C5:25:40:D8:BC:06,0,1,14:04:44,,1
396,consequatur,SN06005068,53:43:82:EA:87:4E,0,2,21:00:01,,4
397,voluptas,SN15559491,46:64:B2:D9:DA:6B,0,2,16:31:15,,5
398,aut,SN33849388,B9:A1:DF:D3:77:CD,0,2,21:42:43,,3
399,quos,SN80681062,3E:BE:D4:8F:15:6F,0,1,09:36:29,,1
400,fuga,SN02210813,02:96:0A:9E:9C:E3,0,2,03:56:58,,3
401,est,SN86527426,B2:54:5E:86:D0:20,0,1,20:41:35,2007-05-07,3
402,vel,SN02219756,FD:56:26:7A:37:B0,0,1,13:02:44,,4
403,exercitationem,SN95926002,48:FC:D1:4F:4A:AC,0,1,04:52:50,,5
404,laborum,SN00923062,6D:02:68:75:93:E8,0,1,10:31:06,,4
405,et,SN77523464,A8:A0:A5:A4:78:05,0,2,10:33:16,,5
406,fugiat,SN65559051,93:61:82:D3:7D:EF,0,1,10:30:54,,4
407,unde,SN87478988,BD:7B:00:8E:8A:9F,0,1,23:21:51,,3
408,delectus,SN62574770,B7:D7:44:B0:97:B0,0,2,04:09:56,,1
409,modi,SN13838267,6E:7D:9E:D4:0E:AE,0,2,17:36:32,,2
410,recusandae,SN94548310,93:B6:65:3C:F0:71,0,1,12:21:35,,2
411,vel,SN78451995,E8:22:68:3E:D9:D5,0,2,12:54:37,,5
412,minima,SN62299474,2A:1C:36:51:EC:BB,0,2,08:21:13,,5
413,fuga,SN06783560,C2:1C:C8:FF:D4:CE,0,2,16:19:57,,2
414,corrupti,SN51031005,8A:7B:E7:1F:CA:27,0,2,08:39:26,,2
415,commodi,SN29034424,0F:6E:A5:C8:63:97,0,2,08:28:20,,1
416,illo,SN02214900,20:90:54:48:2E:6D,0,2,23:40:59,2012-04-22,1
417,culpa,SN75324663,C8:06:E2:E5:BB:75,0,2,10:25:21,,4
418,nulla,SN86267567,F8:A3:C7:EB:A1:A2,0,2,10:21:27,,4
419,a,SN78666244,79:F1:1E:5E:86:42,0,2,03:53:07,,2
420,in,SN23106947,02:28:B6:EB:63:A5,0,1,03:07:22,,2
421,velit,SN13492090,6B:C9:28:3C:4B:7A,0,2,00:26:11,,3
422,perspiciatis,SN02215051,2A:81:16:95:93:F3,0,2,00:26:29,,5
423,odit,SN02219189,FF:50:11:82:D3:BC,0,1,16:08:59,1970-10-08,4
424,voluptate,SN52327007,06:F5:43:A2:E3:54,0,2,11:38:07,,4
425,est,SN84481767,36:32:E1:BA:05:8B,0,2,18:43:09,,5
426,et,SN27353670,CE:C3:5E:9C:AF:08,0,1,19:21:48,,5
427,et,SN80217220,C2:36:CA:C0:B2:AC,0,2,14:46:54,,3
428,ea,SN98711974,62:03:F1:9D:61:D4,0,1,19:21:42,,5
429,cupiditate,SN72082811,8F:DD:AC:D8:99:6C,1,1,01:57:35,,2
430,labore,SN02210827,6D:AD:A6:29:69:69,0,2,06:51:52,,3
431,asperiores,SN27303534,DC:34:16:56:68:40,0,2,07:35:34,,1
432,voluptas,SN06853240,38:B2:F3:A2:27:79,0,1,21:37:16,,2
433,debitis,SN30184362,8F:01:52:60:9C:1E,0,1,07:14:43,,3
434,commodi,SN36116108,E6:1C:30:9C:0E:AB,0,1,22:03:50,,3
435,ab,SN49197069,19:2C:5A:CC:BA:03,0,1,19:51:34,,1
436,et,SN25666402,82:26:E9:A6:A1:95,0,1,21:29:16,,3
437,ducimus,SN06889066,F3:FB:3F:6D:06:98,0,1,12:28:22,,4
438,ut,SN92275085,08:70:F8:74:C9:B4,0,1,04:54:14,,2
439,dolore,SN28921959,84:CD:89:14:70:CF,0,1,17:09:57,,1
440,voluptatem,SN05939993,DA:C0:16:F5:20:AD,0,1,19:48:23,,5
441,perferendis,SN29583516,B4:9B:2B:08:E5:EA,0,1,01:02:45,,2
442,accusamus,SN03148677,C6:71:FE:3F:11:2A,0,1,00:38:56,,1
443,et,SN72987492,45:76:23:41:49:41,0,2,15:20:34,,2
444,ut,SN58659223,4F:94:62:DD:0E:2E,0,2,09:56:17,,5
445,neque,SN05272512,DD:68:6C:F5:71:3C,0,1,00:01:47,2016-12-31,5
446,autem,SN95422125,20:EC:19:0E:41:0A,0,2,17:38:45,,4
447,dolore,SN27627443,13:88:E0:3A:7A:C3,0,1,21:10:43,,1
448,sit,SN86835125,7A:B8:31:41:16:0D,0,1,08:28:37,,5
449,vitae,SN02213731,77:CC:54:95:76:B5,0,1,05:23:34,,2
450,accusamus,SN02617400,A2:44:CF:16:C6:C4,0,1,02:56:41,,2
451,laborum,SN92328174,88:13:E1:04:5B:8A,0,2,18:49:20,,5
452,porro,SN85357197,52:AA:EE:E7:CB:23,0,1,18:04:37,1971-06-30,5
453,delectus,SN79374062,F9:78:6F:64:B2:3B,0,1,17:59:42,2002-10-11,3
454,expedita,SN46264592,F0:3B:76:44:B0:CB,0,2,19:20:49,,2
455,dolore,SN48209735,FE:DC:D6:58:98:55,0,1,16:38:52,,1
456,eaque,SN87228492,8F:C8:B8:FF:17:17,0,2,13:12:59,,3
457,ad,SN38258707,C6:E0:71:A5:D7:F4,0,1,17:02:38,2012-12-16,2
458,non,SN23286820,7F:DC:83:30:69:76,0,1,04:17:02,,1
459,totam,SN76479618,94:B8:A9:DC:F0:04,0,2,09:28:35,,3
460,placeat,SN38338369,EB:DF:92:06:78:48,0,2,09:07:37,,4
461,deserunt,SN59739300,6C:D8:14:9D:DA:D6,0,2,03:33:40,,3
462,culpa,SN26897978,30:32:EC:5C:B2:F4,0,1,06:53:04,,1
463,repellat,SN02212488,F6:55:9B:6B:86:24,0,2,15:02:52,2015-12-23,1
464,tempora,SN02215003,33:A4:6B:8B:1A:3A,0,2,21:59:08,,1
465,ut,SN83667159,14:25:C8:55:65:50,0,1,22:36:24,,2
466,asperiores,SN39731309,96:47:23:2F:C3:18,0,1,16:25:43,,4
467,culpa,SN41227560,80:1C:BB:A5:62:63,0,1,01:04:26,,1
468,in,SN02219491,F5:BC:0A:BE:18:2B,0,1,17:00:03,,2
469,ut,SN52304404,48:5B:D5:58:7A:F2,0,2,21:30:27,,2
470,et,SN96376886,7A:93:81:56:5E:2C,0,2,08:22:45,,1
471,id,SN02213241,2B:B0:4F:65:58:4B,0,2,23:09:44,,2
472,id,SN06010988,BF:94:BE:5C:96:B4,0,1,05:34:35,2016-03-19,3
473,modi,SN85979792,88:C9:BC:81:87:8F,0,1,11:51:30,,2
474,tempora,SN33765545,79:A3:D3:38:C4:41,0,1,02:34:59,,3
475,occaecati,SN39487077,E3:DE:CF:BE:CF:69,0,1,03:47:15,,1
476,maiores,SN47199802,2F:58:28:06:41:9F,0,2,00:31:15,,3
477,repellendus,SN72277804,C6:92:BF:CE:5A:94,0,1,19:51:28,,4
478,ut,SN02217521,F7:47:6C:BA:0E:CC,0,1,22:28:10,2018-07-13,4
479,molestiae,SN98210052,62:7F:96:32:A2:49,0,2,09:01:01,,2
480,aut,SN16965140,A2:16:F3:A5:54:F5,0,2,06:59:06,,1
481,aut,SN91341007,E6:4C:56:D6:A9:52,0,1,15:40:49,,2
482,numquam,SN22631999,AA:FA:1E:0C:03:90,0,1,01:44:10,2012-12-31,4
483,provident,SN39992513,AE:60:BC:DB:2D:BE,0,1,16:04:37,,3
484,autem,SN87935032,BA:1D:10:D4:A9:83,0,2,20:24:05,,2
485,repellat,SN55084977,59:ED:DE:8C:2C:B2,0,2,03:28:47,,1
486,deleniti,SN34514078,96:C3:B4:E0:CA:3C,0,2,22:15:04,,2
487,atque,SN14691220,24:A3:4A:6F:30:CC,0,2,23:17:47,,4
488,quia,SN70618124,0D:94:12:02:02:9B,0,2,19:23:13,2014-06-29,2
489,est,SN54612447,25:1A:F0:76:9F:24,0,2,11:42:25,,5
490,velit,SN82570402,85:7C:EC:7D:45:A0,0,2,07:52:43,,1
491,quae,SN87595191,CD:23:26:D2:21:07,0,1,07:19:53,,3
492,iste,SN53511927,8A:A6:C1:0D:80:C9,0,2,10:37:32,,1
493,ab,SN09626986,85:C6:9F:9D:37:71,0,1,22:47:20,,1
494,enim,SN03153933,A6:61:A9:F4:58:A8,0,2,15:59:15,,1
495,labore,SN99414466,EB:68:F0:30:11:2D,0,2,00:57:55,,1
496,soluta,SN94843705,DF:A9:F2:0F:93:BC,0,1,14:48:32,,1
497,in,SN29552345,A9:54:FF:DF:2E:6A,0,2,01:06:08,,1
498,omnis,SN84184268,DC:59:7A:2D:5D:13,0,2,14:38:02,,1
499,et,SN99498925,82:9A:1F:84:E6:CA,0,1,06:55:50,,3
500,explicabo,SN58008017,05:76:32:74:F0:13,0,1,06:04:22,,1
501,aliquam,SN18816381,AF:64:17:83:34:24,0,2,01:44:51,,3
502,aspernatur,SN66802525,9D:B8:F2:0B:E9:62,0,1,23:37:53,,2
503,est,SN89656481,4A:9D:6C:33:63:18,0,1,01:25:57,,2
504,aliquam,SN03832382,5B:E2:BF:69:4A:AF,0,1,01:23:23,,3
505,quia,SN08841175,14:77:28:C5:8E:63,0,1,14:05:10,,2
506,quisquam,SN86042421,65:33:56:09:0D:09,0,1,00:39:41,,3
507,qui,SN33211481,16:F1:8F:9A:8D:F8,0,1,02:46:05,,5
508,tempora,SN60122974,63:A4:2C:7D:F8:E6,0,1,07:43:42,,5
509,illum,SN91471982,A9:07:75:8E:E6:08,0,2,21:58:41,,4
510,architecto,SN47358929,7A:C6:83:09:E6:F9,0,1,10:33:48,,4
511,omnis,SN46038232,DE:B0:50:18:2E:C4,0,2,02:35:59,1974-01-31,5
512,nam,SN10810027,75:C9:53:76:D9:F5,0,2,09:26:11,,5
513,dignissimos,SN52627200,EB:B4:64:AF:7B:7F,0,1,02:19:13,,1
514,voluptas,SN83459621,DA:46:00:09:F7:7A,0,2,16:20:58,,2
515,nam,SN06081601,7A:09:65:CF:EA:31,0,1,12:03:37,,4
516,facilis,SN40473996,93:33:54:3F:B1:30,0,2,11:16:14,,1
517,eum,SN83055993,57:5F:C5:FB:0D:26,0,2,09:20:28,,3
518,eos,SN41599322,73:C9:5A:A2:1F:DE,0,1,06:25:12,,1
519,totam,SN01310432,25:5B:F8:18:04:90,0,1,15:25:50,,3
520,perferendis,SN31919365,0221:F3:ce:cA,0,2,06:49:56,,2
521,provident,SN22116813,F2:F7:BD:53:A5:40,0,2,20:46:02,,1
522,nihil,SN42775226,92:31:EE:8F:6C:73,0,1,07:29:03,,4
523,iste,SN46940001,B7:DA:6F:3A:D3:BE,0,1,13:28:01,,5
524,quae,SN29207749,DB:4A:43:9F:F1:DD,0,2,21:49:38,,1
525,nemo,SN93010659,28:43:00:E1:2B:2A,0,2,21:44:06,,4
526,aut,SN79467431,4D:89:4A:06:4F:53,0,1,14:23:52,,3
527,maxime,SN59927068,FF:DE:4A:5C:E3:49,1,2,17:38:07,,1
528,ut,SN05308046,06:FF:86:AB:57:B7,0,1,11:10:39,,4
529,iusto,SN76391473,32:73:F7:62:A9:C0,0,1,19:52:27,,2
530,error,SN47251654,33:25:67:74:0D:CA,0,1,18:08:20,,2
531,fugit,SN21328764,DA:2A:19:53:4F:EB,0,2,05:26:08,,2
532,dolor,SN75991237,C7:7F:B6:8E:DE:F0,0,2,00:02:16,,4
533,cumque,SN22010307,86:37:42:B8:0B:13,0,2,23:24:58,,5
534,voluptatum,SN06463895,8D:FB:A6:E7:FA:B3,0,1,02:55:43,,3
535,molestiae,SN48447084,C5:8B:E6:D4:79:75,0,1,07:43:39,,2
536,vel,SN57970516,9D:CE:E1:C3:34:79,0,1,07:00:47,,4
537,quod,SN72368078,F4:70:5E:F0:3E:62,0,2,03:56:43,,3
538,dolores,SN52707201,24:FF:B5:D9:28:DD,0,2,21:02:32,,5
539,consequatur,SN28930830,7F:C6:D3:D4:2C:42,0,1,13:04:59,,2
540,suscipit,SN02215646,09:8E:23:E3:A9:86,0,1,01:47:45,,2
541,nulla,SN15979583,90:7A:44:E0:E3:20,0,1,06:08:34,,1
542,ex,SN91230550,0E:CC:B1:9D:88:3A,0,1,18:28:05,,1
543,et,SN80097010,C5:2A:7F:D2:7E:0D,0,1,23:29:16,,4
544,earum,SN91136053,76:62:D2:58:91:0D,0,1,11:16:59,,2
545,velit,SN14515443,D7:17:4A:1E:81:3A,0,2,15:54:01,,5
546,at,SN13910490,1C:D9:DD:B6:B9:5C,0,1,10:15:18,,3
547,hic,SN93371423,73:53:68:CE:B1:F2,0,2,08:15:01,2010-10-04,1
548,quasi,SN19738093,08:CB:8E:82:B4:3F,0,1,20:47:34,,5
549,quaerat,SN93014926,1B:EE:05:84:0E:F7,0,1,13:40:15,,4
550,labore,SN29386254,0221:44:77:35,0,1,10:25:57,,2
551,est,SN84527906,C0:66:8E:97:0A:A7,0,2,02:27:08,,2
552,ab,SN88540302,4A:F0:2C:7A:03:AD,0,2,01:16:12,,2
553,alias,SN62790226,74:B8:72:D6:25:42,1,2,22:20:05,,1
554,quisquam,SN13676053,0A:E1:0F:9E:57:2C,0,2,14:08:19,,4
555,corrupti,SN51591508,EC:53:F8:D9:ED:92,0,2,08:58:14,1977-06-16,4
556,tenetur,SN72279808,A2:5C:67:08:2B:50,0,2,05:54:50,,5
557,in,SN90938406,BE:03:B8:3B:31:29,0,2,17:51:25,,1
558,a,SN03593402,5D:AF:96:B9:8C:1D,0,2,14:57:13,,1
559,voluptatibus,SN78228347,5B:E0:D9:FF:5D:EC,0,1,22:54:29,,3
560,qui,SN27922920,2E:04:2A:96:0C:49,0,1,15:30:09,,1
561,in,SN10362159,A0:BE:AB:07:2A:49,0,1,03:44:06,1980-08-15,4
562,eligendi,SN31161737,F8:0B:EF:6B:E5:70,0,1,02:37:44,,5
563,necessitatibus,SN83594242,1D:18:53:36:46:1B,1,2,21:03:56,2022-11-30,5
564,deserunt,SN44743697,E0:4A:CA:91:B6:30,0,1,23:38:42,,1
565,laudantium,SN83462583,D5:DB:A6:59:A3:E4,0,2,07:07:04,,2
566,eum,SN01179515,AC:84:E7:B4:A9:1E,0,2,03:55:26,,5
567,eius,SN58306190,4B:6B:3C:8A:24:32,0,1,12:48:30,,4
568,quaerat,SN96403695,E5:F6:1C:B4:E2:5C,1,2,00:59:11,,3
569,tempora,SN72816102,9F:6D:63:C0:9C:61,0,1,00:59:47,,3
570,unde,SN84147692,29:09:85:CD:8D:4C,0,1,04:44:45,,3
571,architecto,SN31227293,3E:20:03:46:01:80,0,1,08:26:57,,5
572,in,SN58863279,7D:62:41:81:6D:D6,0,2,16:46:03,,2
573,cum,SN06446107,1A:59:BA:98:F5:7A,0,1,05:58:17,,3
574,reiciendis,SN02213885,A0:2E:86:E4:4D:84,0,1,17:51:36,,1
575,hic,SN96181937,E1:69:88:36:08:CF,0,2,15:44:14,,4
576,impedit,SN02533061,8A:28:39:C3:95:EE,0,2,17:46:22,,1
577,eos,SN24235409,1F:61:35:14:DE:D2,0,2,18:16:27,,3
578,illum,SN45499309,6E:B7:C4:38:CF:AA,1,1,04:05:11,,5
579,enim,SN39347914,41:2B:56:86:F1:80,0,2,03:55:00,1994-04-18,4
580,labore,SN19851988,2A:6D:37:7F:01:A5,0,2,02:09:57,,2
581,omnis,SN72548672,7A:3C:05:1A:00:49,0,2,13:20:44,,5
582,aliquam,SN50565062,68:D3:18:CA:65:F7,0,2,20:37:29,,4
583,aut,SN59420330,4E:D9:97:36:E2:DD,0,2,00:46:34,,2
584,ipsa,SN87958482,B7:42:6A:8D:FA:69,0,2,22:00:32,,2
585,consectetur,SN35303395,C1:7B:4C:1A:72:D2,1,2,09:41:05,2002-01-22,3
586,optio,SN27474299,AC:46:F7:1E:B9:03,0,1,07:54:10,,2
587,facilis,SN77068188,21:4F:6C:45:38:B2,0,2,05:01:27,,1
588,accusantium,SN14915311,75:88:BA:63:A7:8E,0,2,08:43:32,,2
589,sapiente,SN78607489,44:6A:0F:4E:EF:09,0,2,04:30:58,,4
590,et,SN20100164,F1:0E:D4:1B:44:4C,0,2,23:58:33,,4
591,cupiditate,SN86634927,72:0E:62:C2:49:45,0,1,15:34:05,,2
592,eos,SN52710345,BE:08:C1:BB:29:CB,1,1,07:02:32,,3
593,eum,SN41110175,A1:FA:48:F3:C6:83,0,1,21:38:59,,3
594,molestiae,SN13364091,54:A2:DD:2C:CE:CF,0,2,21:14:54,,5
595,quas,SN23277026,18:1A:39:A5:B9:5A,0,2,05:19:01,,3
596,libero,SN20857731,3D:9F:70:54:FA:3A,0,2,09:34:50,,2
597,nihil,SN33943742,5A:1C:C4:B8:BB:1D,0,1,02:56:06,,1
598,perferendis,SN59018087,55:8E:FB:B6:17:B9,0,1,15:30:29,1994-09-10,3
599,eligendi,SN51618276,0E:77:48:18:6A:39,0,2,02:00:31,2018-10-26,3
600,sit,SN65193134,28:46:D9:73:76:64,0,1,23:30:19,,5
601,consequatur,SN97570458,B3:A6:DC:34:67:FF,0,1,17:55:07,,2
602,veritatis,SN68499813,32:62:65:40:25:DB,0,1,19:27:45,,2
603,doloribus,SN25621195,54:3B:9A:47:A9:00,0,2,04:10:18,2003-05-20,2
604,quis,SN00845683,6D:FE:BB:0C:66:A4,0,1,12:48:25,,5
605,voluptas,SN96151371,28:03:9E:2D:50:40,0,2,23:41:35,,2
606,amet,SN59622949,0221:bc:5e:c6,0,1,23:58:22,,3
607,sit,SN02214813,6F:F2:27:90:E5:DF,0,1,09:29:40,,4
608,similique,SN18368185,AA:40:D9:86:C8:75,0,2,11:16:02,,4
609,ut,SN38176212,1B:7D:DE:A0:52:5B,0,1,11:30:42,,5
610,quibusdam,SN56844007,F3:12:19:32:1E:C8,0,2,11:22:00,,3
611,ad,SN02215097,C9:6F:0D:34:FE:26,0,1,09:05:10,,4
612,earum,SN62641242,B7:22:A6:51:DF:EC,0,2,20:21:39,1994-06-17,4
613,id,SN65205722,D2:79:A6:E9:98:1C,0,1,16:43:30,,1
614,aspernatur,SN98157745,C1:4B:3D:5C:BA:F1,0,1,00:07:25,,4
615,sit,SN91597071,80:2C:89:5B:37:D8,0,1,08:03:12,,1
616,quis,SN41735645,51:42:5F:43:ED:92,0,2,09:46:48,,4
617,cum,SN16146926,E7:FA:26:F6:1B:B0,0,1,14:01:08,,2
618,qui,SN11916719,DA:A7:EC:61:43:5C,0,1,09:46:33,,4
619,omnis,SN50138203,FF:91:B1:C5:DF:D7,0,1,23:15:10,,5
620,maiores,SN15123327,78:D6:4D:B1:59:01,0,1,05:36:17,,5
621,illo,SN02212373,28:A2:CE:7C:4D:BA,0,2,09:14:48,1970-11-25,5
622,vitae,SN44239035,BC:2C:DA:C0:C8:16,0,2,01:18:06,,4
623,et,SN70239649,1E:8C:FD:7B:C6:CD,0,2,16:34:15,,1
624,ut,SN82543037,DD:1C:C5:EA:E3:A8,1,2,09:25:15,,2
625,minima,SN50122317,02:62:01:8E:C7:79,0,1,21:55:37,,3
626,accusamus,SN02210419,B7:E1:09:08:33:CF,0,1,02:50:57,,3
627,quasi,SN25865454,0221:5B:F6:Ef,0,1,11:49:12,,2
628,possimus,SN78759325,5E:8F:EA:65:C9:90,0,2,06:09:06,,4
629,ut,SN75568268,2A:F9:00:DC:43:A8,0,1,23:00:09,,5
630,molestiae,SN17010392,32:81:6A:65:25:00,0,1,06:52:10,,5
631,vero,SN16319110,51:38:2F:CD:CC:1C,0,1,20:33:24,,5
632,quasi,SN85513166,3E:66:49:94:B8:C8,0,1,11:24:09,,4
633,debitis,SN15515581,0D:E4:F7:74:E0:15,0,2,16:25:39,,5
634,ut,SN29038785,2D:53:D7:8C:9B:11,0,1,18:20:37,,3
635,atque,SN51372485,03:A8:0C:9F:75:50,0,2,15:30:27,,3
636,aut,SN72564904,03:91:25:37:EC:EF,0,2,13:36:13,,2
637,voluptatem,SN49259412,13:A3:EB:1B:26:BB,0,2,07:09:34,,2
638,qui,SN40714497,D1:31:39:0B:D0:04,0,1,19:43:35,,4
639,ex,SN79557103,DC:90:A9:CD:73:DF,0,2,13:55:43,,5
640,expedita,SN58534121,11:30:D0:84:E6:F3,0,2,02:41:51,,2
641,perferendis,SN35501928,F3:65:0D:80:EE:C1,0,2,23:08:26,2015-02-28,3
642,commodi,SN18978770,28:14:5B:BD:AA:D5,0,1,13:01:31,,5
643,voluptas,SN31696654,B5:3C:36:B6:8B:C5,0,2,10:45:10,,3
644,reprehenderit,SN20444175,BA:8D:43:89:42:E6,0,1,05:59:36,,3
645,id,SN65219297,97:E0:E2:2A:17:FE,0,1,11:23:16,,5
646,libero,SN02211959,70:35:12:44:9D:5B,0,2,11:05:00,,5
647,dolorem,SN73551910,F1:7C:D3:57:1D:7E,0,2,10:52:13,,1
648,reprehenderit,SN74565323,A5:DD:E3:0F:42:83,0,2,17:51:43,,5
649,odio,SN61530523,B9:B0:6F:CF:1C:69,0,2,07:23:35,,2
650,id,SN02213605,DB:89:C1:BD:10:AF,0,2,16:24:23,2014-11-19,3
651,numquam,SN14918951,F7:4C:E4:46:41:2E,0,1,13:08:55,,2
652,voluptatem,SN46823773,B1:92:0C:DA:49:81,0,2,11:24:23,,3
653,eius,SN17451188,22:A9:C0:5C:FE:07,0,1,00:45:45,,4
654,sapiente,SN37967606,25:01:3B:C4:0B:09,0,2,04:04:55,,3
655,perspiciatis,SN32762355,C6:88:BE:92:F5:DC,0,2,06:45:08,,4
656,est,SN32850574,F2:D8:AB:B9:BD:69,0,2,09:26:18,,2
657,at,SN85248864,77:0A:01:C2:D1:E4,0,1,13:18:26,,1
658,veritatis,SN45013267,6C:11:B3:E9:61:E4,1,2,23:45:49,,4
659,quas,SN02216363,67:BB:F4:B8:47:99,0,1,04:17:01,,2
660,sed,SN72604706,85:2B:64:56:60:CD,0,2,15:09:07,,1
661,accusamus,SN00084480,0221:3D:48:2D,1,1,08:31:58,,4
662,ea,SN34929638,51:B5:DA:6D:42:66,0,2,22:21:55,,5
663,quia,SN37037330,E1:03:D6:A1:02:3E,0,2,11:39:47,,3
664,in,SN02219442,A3:2E:3A:3D:0C:D3,0,2,09:09:18,,4
665,dolores,SN66447174,5C:25:41:4B:DD:96,0,1,03:11:48,,2
666,amet,SN10951412,89:CF:37:AC:A6:7C,0,2,06:18:40,2021-11-07,3
667,sequi,SN62984201,88:45:5D:76:EF:D2,0,2,02:03:12,,5
668,iusto,SN32151799,9C:A2:8E:AD:44:63,0,2,03:00:11,1994-09-30,3
669,aut,SN11237281,A0:7B:0B:BE:F9:22,0,2,21:53:25,,4
670,non,SN25977713,A2:60:1A:14:1D:6F,0,2,23:43:46,,2
671,nemo,SN95423155,0221:FC:76:8f,0,2,14:35:34,,5
672,molestiae,SN09365087,80:DD:CC:F4:37:B2,0,1,17:48:46,,1
673,quas,SN76550763,A2:29:76:A0:C4:38,0,1,23:46:01,,2
674,autem,SN33623990,98:4B:7B:6F:8A:85,0,1,12:54:03,1974-03-24,3
675,laudantium,SN97384472,8D:D4:86:D6:2F:44,0,1,11:52:22,,1
676,sint,SN84058748,48:6B:96:22:08:BD,0,2,23:23:56,,5
677,et,SN35379168,CF:3A:3F:79:1B:0E,0,2,10:51:38,,5
678,aperiam,SN46738296,3A:D7:F0:37:6B:2B,0,1,22:21:11,,5
